,text,diggCount,createTimeISO,cleaned_text,normalized_text,roberta_label,roberta_score,roberta_sentiment
1882,rakyat. udah Susah Semakin Susah Lagi Wahh Payahh🤦,1,2025-10-15 03:43:03+00:00,rakyat. udah susah semakin susah lagi wahh payahh,rakyat. sudah susah semakin susah lagi wahh payahh,0.0,0.9994379878044128,0
1883,Bahlul,1,2025-10-15 03:38:11+00:00,bahlul,bahlul,0.0,0.9898656010627747,0
1884,RX KING menangis melihat ini🤣,1,2025-10-15 03:06:58+00:00,rx king menangis melihat ini🤣,rx king menangis melihat ini🤣,0.0,0.9982726573944092,0
1885,presiden sama mentrinya bodoh semua,1,2025-10-15 02:40:22+00:00,presiden sama mentrinya bodoh semua,presiden sama mentrinya bodoh semua,0.0,0.9995566010475159,0
1886,Bahlil B nya apah,1,2025-10-15 02:21:14+00:00,bahlil b nya apah,bahlil b nya apah,0.0,0.9972906708717346,0
1887,gak habis² masalah di indo ini. abis di situ ada d sini. 🗿,1,2025-10-15 02:09:33+00:00,gak habis  masalah di indo ini. abis di situ ada d sini. 🗿,tidak habis masalah di indo ini. abis di situ ada d sini. 🗿,0.0,0.995273768901825,0
1888,bukan Bahlil klo gak bahlul🗿,1,2025-10-15 01:04:15+00:00,bukan bahlil klo gak bahlul🗿,bukan bahlil kalau tidak bahlul🗿,0.0,0.863008439540863,0
1889,bahlil b nya apa,1,2025-10-15 00:25:22+00:00,bahlil b nya apa,bahlil b nya apa,,0.844081461429596,0
1890,dah lah si Bahlil mulai merangkak😂,1,2025-10-14 23:05:41+00:00,dah lah si bahlil mulai merangkak😂,dah lah si bahlil mulai merangkak😂,,0.801559567451477,0
1891,Ini orang tuh komika bukan sih,1,2025-10-13 20:15:28+00:00,ini orang tuh komika bukan sih,ini orang tuh komika bukan ya,0.0,0.9951462149620056,0
1892,Negeri Parah Mafia.....,1,2025-10-13 16:02:52+00:00,negeri parah mafia..,negeri parah mafia..,0.0,0.9992596507072449,0
1893,dulu masih kecil nona,1,2025-10-13 15:42:21+00:00,dulu masih kecil nona,dulu masih kecil nona,0.0,0.9924561977386475,0
1894,bahlul,1,2025-10-13 15:39:19+00:00,bahlul,bahlul,0.0,0.9898656010627747,0
1895,bagaimana mana caranya kita menjual barang jadi dan menggunakan bahan yang kita proses sendiri ? itu aja.,1,2025-10-13 15:35:55+00:00,bagaimana mana caranya kita menjual barang jadi dan menggunakan bahan yang kita proses sendiri ? itu aja.,bagaimana mana caranya kita menjual barang jadi dan menggunakan bahan yang kita proses sendiri ? itu aja.,0.0,0.9944344162940979,0
1896,pola pikir bahlil 💸🤑,1,2025-10-13 15:32:01+00:00,pola pikir bahlil,pola pikir bahlil,0.0,0.683129608631134,0
1899,Tangkap Bahlil adili anis,1,2025-10-13 14:10:09+00:00,tangkap bahlil adili anis,tangkap bahlil adili anis,,0.9959638118743896,0
1900,berarti Bahlil ni pelakunya ngasih pendapat ide Pertamax campur pertalite 😅,1,2025-10-13 14:06:06+00:00,berarti bahlil ni pelakunya ngasih pendapat ide pertamax campur pertalite 😅,berarti bahlil ni pelakunya ngasih pendapat ide pertamax campur pertalite 😅,0.0,0.927505373954773,0
1903,serasa dipimpin hewan🗿,1,2025-10-13 13:32:35+00:00,serasa dipimpin hewan🗿,serasa dipimpin hewan🗿,,0.9337310194969177,0
1904,pengetahuanya kurang x bang ni mentri,1,2025-10-13 13:07:48+00:00,pengetahuanya kurang x bang ni mentri,pengetahuanya kurang x bang ni mentri,0.0,0.9962305426597595,0
1905,pecat Bahlil,1,2025-10-13 13:03:27+00:00,pecat bahlil,pecat bahlil,0.0,0.9985353946685791,0
1907,"Mentri esdm BAHLUL eh BAHLIL bikin solusi tp kok merugikan rakyat. Sekolah dulu pak, minimal cari tahu dulu sebelum bikin kebijakan.",1,2025-10-13 12:38:10+00:00,mentri esdm bahlul eh bahlil bikin solusi tp kok merugikan rakyat. sekolah dulu pak  minimal cari tahu dulu sebelum bikin kebijakan.,mentri esdm bahlul eh bahlil bikin solusi tapi kok merugikan rakyat. sekolah dulu pak minimal cari tahu dulu sebelum bikin kebijakan.,0.0,0.9991208910942078,0
1908,"Pak Presiden tolong segera pecat si Bahlil, sebelum rakyat marah🙏🙏",1,2025-10-24 03:37:09+00:00,pak presiden tolong segera pecat si bahlil  sebelum rakyat marah🙏🙏,pak presiden tolong segera pecat si bahlil sebelum rakyat marah🙏🙏,0.0,0.9865794777870178,0
1909,"bumi gonjang ganjing
Bahlil ke anj",1,2025-10-15 02:48:48+00:00,"bumi gonjang ganjing
bahlil ke anj",bumi gonjang ganjing bahlil ke anjing,0.0,0.9436532258987427,0
1910,tak setujuuuuu etanol keluarrrrr,1,2025-10-14 23:07:31+00:00,tak setujuu etanol keluarr,tak setujuu etanol keluarr,0.0,0.9965394735336304,0
1911,Demo lagi nihh,1,2025-10-14 17:57:44+00:00,demo lagi nihh,demo lagi nihh,0.0,0.9977377653121948,0
1912,termul rakus nipunegoro🔥,1,2025-10-14 17:25:13+00:00,termul rakus nipunegoro🔥,termul rakus nipunegoro🔥,0.0,0.8553240895271301,0
1913,"bahlil""""""""""",1,2025-10-14 14:23:04+00:00,bahlil,bahlil,1.0,0.895987331867218,1
1915,ngrusak mesin malahe,1,2025-10-13 09:40:59+00:00,ngrusak mesin malahe,ngrusak mesin malahe,0.0,0.9993118047714233,0
1917,Bahlil=hama,1,2025-10-13 08:35:16+00:00,bahlil hama,bahlil hama,0.0,0.9210519790649414,0
1918,"Bahlil ✖
Bahlul✅",1,2025-10-13 08:32:20+00:00,"bahlil  
bahlul✅",bahlil bahlul✅,0.0,0.9523017406463623,0
1919,bang kenapa yaa motorku vario 150 di isi pertalite brebet,1,2025-10-13 08:24:24+00:00,bang kenapa yaa motorku vario 150 di isi pertalite brebet,bang kenapa yaa motorku vario 150 di isi pertalite brebet,,0.9853551387786865,0
1920,pada ora mikir,1,2025-10-13 08:02:38+00:00,pada ora mikir,pada ora mikir,0.0,0.9901103377342224,0
1921,Hidup di negara yang pemerintahnya djall,1,2025-10-13 07:41:00+00:00,hidup di negara yang pemerintahnya djall,hidup di negara yang pemerintahnya djall,0.0,0.9991267323493958,0
1922,Bahlil menjadi bahlul,1,2025-10-13 06:30:16+00:00,bahlil menjadi bahlul,bahlil menjadi bahlul,0.0,0.9835706949234009,0
1923,BAHLUUL ENTA😁😁😁,1,2025-10-13 15:39:27+00:00,bahluul enta😁😁,bahluul enta😁😁,1.0,0.9957008957862854,1
1925,setelah dpr ayok part2 jarah rumah bahlil infokan 😭🤣,1,2025-10-13 05:57:18+00:00,setelah dpr ayok part2 jarah rumah bahlil infokan 😭🤣,setelah dpr ayok part2 jarah rumah bahlil infokan 😭🤣,,0.998856782913208,0
1926,Lil bahlil 😂😂😂.,1,2025-10-13 05:36:12+00:00,lil bahlil 😂😂.,lil bahlil 😂😂.,0.0,0.9511560797691345,0
1927,najis bngt gua sama muka bahlil,1,2025-10-13 05:31:05+00:00,najis bngt gua sama muka bahlil,najis bngt gua sama muka bahlil,0.0,0.9948909282684326,0
1928,bahlil=bahlul,1,2025-10-13 04:58:40+00:00,bahlil bahlul,bahlil bahlul,0.0,0.9772870540618896,0
1929,Pak prabowo pecat aja tu si bahlul dari pada ntr keburu di gulung masa..,1,2025-10-13 04:47:35+00:00,pak prabowo pecat aja tu si bahlul dari pada ntr keburu di gulung masa..,pak prabowo pecat aja tu si bahlul dari pada nanti keburu di gulung masa..,0.0,0.9991002082824707,0
1930,aku nengok muka dia ni tringat nuar bmx la,1,2025-10-13 04:35:32+00:00,aku nengok muka dia ni tringat nuar bmx la,saya nengok muka dia ni tringat nuar bmx la,,0.949012815952301,0
1931,Sebagai rakyat malaysia aku pun jammed bila menteri korang buat mcm ni dkt rakyat.Ni bkn menyenangkan rakyat menyusahkan rakyat adelah,1,2025-10-13 04:31:30+00:00,sebagai rakyat malaysia aku pun jammed bila menteri korang buat mcm ni dkt rakyat.ni bkn menyenangkan rakyat menyusahkan rakyat adelah,sebagai rakyat malaysia saya pun jammed bila menteri korang buat mcm ni dkt rakyat.ni bukan menyenangkan rakyat menyusahkan rakyat adelah,0.0,0.9993483424186707,0
1932,"ini kebijakan bahlil jngn salahkan pemerintah secara umum, cari sumber masalah",1,2025-10-13 04:30:13+00:00,ini kebijakan bahlil jngn salahkan pemerintah secara umum  cari sumber masalah,ini kebijakan bahlil jngn salahkan pemerintah secara umum cari sumber masalah,0.0,0.9048596620559692,0
1933,Bahlil = Bahlul = ?,1,2025-10-13 04:07:17+00:00,bahlil   bahlul   ?,bahlil bahlul ?,0.0,0.9973885416984558,0
1934,yakin 10 persen ?,1,2025-10-13 03:43:08+00:00,yakin 10 persen ?,yakin 10 persen ?,0.0,0.9427865147590637,0
1935,masyarakat dibuat tidak berdaya dan tidak dianggap oleh pemerintahnya sendiri. negara dijadikan lahan berbisnis bagi pemerintahnya untuk keuntungan pribadi dan keluarganya sendiri.,1,2025-10-13 03:15:05+00:00,masyarakat dibuat tidak berdaya dan tidak dianggap oleh pemerintahnya sendiri. negara dijadikan lahan berbisnis bagi pemerintahnya untuk keuntungan pribadi dan keluarganya sendiri.,masyarakat dibuat tidak berdaya dan tidak dianggap oleh pemerintahnya sendiri. negara dijadikan lahan berbisnis bagi pemerintahnya untuk keuntungan pribadi dan keluarganya sendiri.,0.0,0.9978947043418884,0
1936,Bpk presiden cepat ganti org ini takut rakyat ilang kesabaran atas kebijakan nya,1,2025-10-13 03:13:19+00:00,bpk presiden cepat ganti org ini takut rakyat ilang kesabaran atas kebijakan nya,bpk presiden cepat ganti org ini takut rakyat ilang kesabaran atas kebijakan nya,0.0,0.99928879737854,0
1937,"kendaraan pak bahlil aja yg pakai campuran etanol, kami masyarakat Ndak mau",1,2025-10-13 03:11:46+00:00,kendaraan pak bahlil aja yg pakai campuran etanol  kami masyarakat ndak mau,kendaraan pak bahlil aja yang pakai campuran etanol kami masyarakat ndak mau,0.0,0.9607923626899719,0
1938,itu digiring buat beli yang segala nya dengan listrik 😆😆😆,1,2025-10-13 03:13:24+00:00,itu digiring buat beli yang segala nya dengan listrik 😆😆,itu digiring buat beli yang segala nya dengan listrik 😆😆,0.0,0.9928130507469177,0
1939,gelap amat auranya😁😭,1,2025-10-13 02:48:59+00:00,gelap amat auranya😁😭,gelap amat auranya😁😭,1.0,0.9756220579147339,1
1940,orang tolol di kasih jabatan i,1,2025-10-13 02:46:47+00:00,orang tolol di kasih jabatan i,orang tolol di kasih jabatan i,0.0,0.9975677132606506,0
1941,karatan tank gua anj,1,2025-10-13 02:43:56+00:00,karatan tank gua anj,karatan tank gua anjing,,0.9541172981262207,0
1942,pecat aj bahlil itu,1,2025-10-13 02:44:31+00:00,pecat aj bahlil itu,pecat aj bahlil itu,0.0,0.9990449547767639,0
1943,"tau kan kenapa SDM kita rendah, menteri aja begitu 😭",1,2025-10-13 02:42:15+00:00,tau kan kenapa sdm kita rendah  menteri aja begitu 😭,tau kan kenapa sdm kita rendah menteri aja begitu 😭,0.0,0.9984362721443176,0
1944,dahlah malah Rungkat lagi ini mah turun mesin lagi kalo udh ethanol,1,2025-10-21 10:47:33+00:00,dahlah malah rungkat lagi ini mah turun mesin lagi kalo udh ethanol,dahlah malah rungkat lagi ini mah turun mesin lagi kalau sudah ethanol,0.0,0.9994896650314331,0
1945,inpo yantet Bahlil 🤭,1,2025-10-21 01:36:28+00:00,inpo yantet bahlil 🤭,inpo yantet bahlil 🤭,,0.9712231755256653,0
1946,yang setuju Bahlil di copot 👉,1,2025-10-13 02:17:50+00:00,yang setuju bahlil di copot,yang setuju bahlil di copot,,0.8809552192687988,0
1947,nasib mobil gua gimana,1,2025-10-13 02:17:54+00:00,nasib mobil gua gimana,nasib mobil gua gimana,0.0,0.8662163615226746,0
1948,sekelas mentri loh ini😭,1,2025-10-13 02:11:08+00:00,sekelas mentri loh ini😭,sekelas mentri loh ini😭,0.0,0.975521981716156,0
1949,Bahlil bahlul 😭,1,2025-10-13 01:59:12+00:00,bahlil bahlul 😭,bahlil bahlul 😭,0.0,0.9789303541183472,0
1950,ni mah mentri bodoh tau nya korupsi,1,2025-10-13 01:35:41+00:00,ni mah mentri bodoh tau nya korupsi,ni mah mentri bodoh tau nya korupsi,0.0,0.9994334578514099,0
1951,tidak layak jd menteri,1,2025-10-13 01:30:08+00:00,tidak layak jd menteri,tidak layak jd menteri,0.0,0.9985795021057129,0
1952,dahlah mending nebeng terbang ama kuyang 😭,1,2025-10-13 01:33:52+00:00,dahlah mending nebeng terbang ama kuyang 😭,dahlah mending nebeng terbang ama kuyang 😭,1.0,0.9970236420631409,1
1953,makdutnya 10 persen kita korupsi.keuntungan kita jual ke masyarakat,1,2025-10-13 01:16:41+00:00,makdutnya 10 persen kita korupsi.keuntungan kita jual ke masyarakat,makdutnya 10 persen kita korupsi.keuntungan kita jual ke masyarakat,0.0,0.998225748538971,0
1955,"kita lihat masa depan nanti,bakal banyak pake bgt,kendaraan yg ke bengkel dengan keluhan yang sama semua😂",1,2025-10-13 00:35:14+00:00,kita lihat masa depan nanti bakal banyak pake bgt kendaraan yg ke bengkel dengan keluhan yang sama semua😂,kita lihat masa depan nanti bakal banyak pake banget kendaraan yang ke bengkel dengan keluhan yang sama semua😂,0.0,0.9884644150733948,0
1956,hantam terus bang,1,2025-10-13 00:26:10+00:00,hantam terus bang,hantam terus bang,1.0,0.806966245174408,1
1957,kalo gamau impor banyak ya bikin kilang lah jir bukannya bakar kilang,1,2025-10-13 00:21:15+00:00,kalo gamau impor banyak ya bikin kilang lah jir bukannya bakar kilang,kalau gamau impor banyak ya bikin kilang lah jir bukannya bakar kilang,0.0,0.9458884596824646,0
1958,yg diomongin 10% kita ga tau aslinya jangan jngn lebih 10%🤣,1,2025-10-13 00:20:25+00:00,yg diomongin 10  kita ga tau aslinya jangan jngn lebih 10 🤣,yang diomongin 10 kita tidak tau aslinya jangan jngn lebih 10 🤣,0.0,0.9991896748542786,0
1959,Komentar anak Shin tae-Yong waktu itu. Tidak meleset😳,1,2025-10-13 00:16:24+00:00,komentar anak shin tae yong waktu itu. tidak meleset,komentar anak shin tae yong waktu itu. tidak meleset,0.0,0.9337859153747559,0
1960,Bahlil B nya apa?,1,2025-10-13 00:01:34+00:00,bahlil b nya apa?,bahlil b nya apa?,0.0,0.9922879934310913,0
1961,jadi inget sir miles axlerod nya cars 2 😂😂,1,2025-10-12 23:54:07+00:00,jadi inget sir miles axlerod nya cars 2 😂😂,jadi inget sir miles axlerod nya cars 2 😂😂,,0.6610986590385437,0
1962,etanol kita campur tujuannya adalah agar rakyat yang bekerja menggunakan kendaraan tidak akan pernah kaya krna kendaraan nya akan sering rusak,1,2025-10-12 23:40:30+00:00,etanol kita campur tujuannya adalah agar rakyat yang bekerja menggunakan kendaraan tidak akan pernah kaya krna kendaraan nya akan sering rusak,etanol kita campur tujuannya adalah agar rakyat yang bekerja menggunakan kendaraan tidak akan pernah kaya krna kendaraan nya akan sering rusak,0.0,0.994466245174408,0
1963,@partaigerindra tolong di ganti aja Bahlilnya😭😭,1,2025-10-12 15:10:50+00:00,partaigerindra tolong di ganti aja bahlilnya😭😭,partaigerindra tolong di ganti aja bahlilnya😭😭,,0.9983041286468506,0
1964,pecat Bahlil ini,1,2025-10-12 15:10:00+00:00,pecat bahlil ini,pecat bahlil ini,0.0,0.9992730021476746,0
1966,eneg bgt gw sumpah liat mk bahlil,1,2025-10-12 14:32:02+00:00,eneg bgt gw sumpah liat mk bahlil,eneg banget saya sumpah liat mk bahlil,0.0,0.9595450758934021,0
1967,"Pejabat model gini yang buat rakyat susah, heran saya koq bisa jadi menteri 😡😡😡",1,2025-10-12 14:29:39+00:00,pejabat model gini yang buat rakyat susah  heran saya koq bisa jadi menteri 😡😡,pejabat model gini yang buat rakyat susah heran saya koq bisa jadi menteri 😡😡,0.0,0.9985139966011047,0
1968,ьанlĭl köптоl,1,2025-10-12 13:03:30+00:00,ьанlĭl köптоl,ьанlĭl köптоl,1.0,0.8436996936798096,1
1969,"sudahlah pak menteri bensin jangan campur campur, kalau mobil kami rusak kami tidak bisa beli atau memperbaki.",1,2025-10-12 12:57:29+00:00,sudahlah pak menteri bensin jangan campur campur  kalau mobil kami rusak kami tidak bisa beli atau memperbaki.,sudahlah pak menteri bensin jangan campur campur kalau mobil kami rusak kami tidak bisa beli atau memperbaki.,0.0,0.9986754059791565,0
1970,YB hulu Langat.,1,2025-10-12 12:25:37+00:00,yb hulu langat.,yb hulu langat.,1.0,0.9228333830833435,1
1971,dasar bahlul eh bahlil,1,2025-10-12 12:10:39+00:00,dasar bahlul eh bahlil,dasar bahlul eh bahlil,0.0,0.9942538142204285,0
1972,pantas aja motor gua sering ngedet bahlil ini,1,2025-10-12 11:50:35+00:00,pantas aja motor gua sering ngedet bahlil ini,pantas aja motor gua sering ngedet bahlil ini,0.0,0.9875668287277222,0
1973,Bahlil B nya apa?,1,2025-10-12 11:19:24+00:00,bahlil b nya apa?,bahlil b nya apa?,0.0,0.9922879934310913,0
1974,make nih Bahlil,1,2025-10-13 14:26:03+00:00,make nih bahlil,make nih bahlil,0.0,0.7262823581695557,0
1975,Bahlil bahlul,1,2025-10-13 12:38:01+00:00,bahlil bahlul,bahlil bahlul,0.0,0.9772870540618896,0
1976,bahlul artinya bodoh,1,2025-10-13 12:05:15+00:00,bahlul artinya bodoh,bahlul artinya bodoh,0.0,0.9993901252746582,0
1977,Bukanya kebanyakan indonesia itu persyaratan kerja harus berpenampilan baik ya? Ini kenapa bahlil jadi mentri,1,2025-10-13 12:03:06+00:00,bukanya kebanyakan indonesia itu persyaratan kerja harus berpenampilan baik ya? ini kenapa bahlil jadi mentri,bukanya kebanyakan indonesia itu persyaratan kerja harus berpenampilan baik ya? ini kenapa bahlil jadi mentri,0.0,0.9512563943862915,0
1978,kan mau mempermaju motor dan mobil listrik bang🤣🤣,1,2025-10-13 11:42:28+00:00,kan mau mempermaju motor dan mobil listrik bang🤣🤣,kan mau mempermaju motor dan mobil listrik bang🤣🤣,,0.9809753894805908,0
1979,beda dikit antara Bahlil dan bahlul,1,2025-10-13 11:39:14+00:00,beda dikit antara bahlil dan bahlul,beda dikit antara bahlil dan bahlul,0.0,0.9415165185928345,0
1980,udah salah.... ngotot😩,1,2025-10-13 11:30:21+00:00,udah salah.. ngotot,sudah salah.. ngotot,0.0,0.9953279495239258,0
1981,Mentri DUNGU,1,2025-10-13 11:16:10+00:00,mentri dungu,mentri dungu,,0.9962956309318542,0
1982,10% itu awalan doang nanti lama lama jadi 90% etanol dan 10% bahan bakar,1,2025-10-13 11:11:44+00:00,10  itu awalan doang nanti lama lama jadi 90  etanol dan 10  bahan bakar,10 itu awalan doang nanti lama lama jadi 90 etanol dan 10 bahan bakar,,0.9269933104515076,0
1983,gw tau tuh rencana si bahlil ujung-ujungnya korup biaya🗿,1,2025-10-13 10:50:59+00:00,gw tau tuh rencana si bahlil ujung ujungnya korup biaya🗿,saya tau tuh rencana si bahlil ujung ujungnya korup biaya🗿,0.0,0.9994310736656189,0
1986,gulung bahlil,1,2025-10-12 10:43:38+00:00,gulung bahlil,gulung bahlil,1.0,0.8740385174751282,1
1987,sudah mulai gila ini pemerintah 😆,1,2025-10-12 10:39:50+00:00,sudah mulai gila ini pemerintah 😆,sudah mulai gila ini pemerintah 😆,0.0,0.999415397644043,0
1988,tujuan nya bagus biar ga import lagi sama negara lain tp kita rakyat nya yang menderita lol,1,2025-10-12 10:36:23+00:00,tujuan nya bagus biar ga import lagi sama negara lain tp kita rakyat nya yang menderita lol,tujuan nya bagus biar tidak import lagi sama negara lain tapi kita rakyat nya yang menderita tertawa,0.0,0.9991776347160339,0
1989,bahlil nak dapat pujian dari masyarakat 😹,1,2025-10-12 10:13:05+00:00,bahlil nak dapat pujian dari masyarakat 😹,bahlil nak dapat pujian dari masyarakat 😹,1.0,0.7289087772369385,1
1990,1000000000000000000000000000000000% dosa bahlil ireng,1,2025-10-12 09:20:52+00:00,100  dosa bahlil ireng,100 dosa bahlil ireng,,0.897657573223114,0
1991,bahlul anjir ini mah bukan bahlil,1,2025-10-12 09:01:56+00:00,bahlul anjir ini mah bukan bahlil,bahlul anjing ini mah bukan bahlil,0.0,0.9976982474327087,0
1993,Banyak belajar lg pak,1,2025-10-12 08:51:33+00:00,banyak belajar lg pak,banyak belajar lagi pak,1.0,0.9973433613777161,1
1995,bahlil a apa???,1,2025-10-12 07:44:47+00:00,bahlil a apa??,bahlil a apa??,0.0,0.9980111122131348,0
1996,gini ini nih.. mentri g pernah sekol,1,2025-10-12 07:39:26+00:00,gini ini nih.. mentri g pernah sekol,gini ini nih.. mentri g pernah sekol,0.0,0.9964722394943237,0
1997,manusia 11 12 sama ipk gibran,1,2025-10-12 07:34:56+00:00,manusia 11 12 sama ipk gibran,manusia 11 12 sama ipk gibran,,0.992687463760376,0
1998,"bapak kau siapa Bahlil bangsad...
campuran kok di bilang bersih ...
bangsad Motor aku beli pake uang hasil keringat ..hancur berlahan kau buat bujang",1,2025-10-12 07:34:59+00:00,"bapak kau siapa bahlil bangsad..
campuran kok di bilang bersih ..
bangsad motor aku beli pake uang hasil keringat ..hancur berlahan kau buat bujang",bapak kau siapa bahlil bangsad.. campuran kok di bilang bersih .. bangsad motor saya beli pake uang hasil keringat ..hancur berlahan kau buat bujang,0.0,0.999309778213501,0
1999,knp ya sehh pada mau dengerin&mau ngerjain kata kata dia,1,2025-10-12 07:33:06+00:00,knp ya sehh pada mau dengerin mau ngerjain kata kata dia,kenapa ya sehh pada mau dengerin mau ngerjain kata kata dia,0.0,0.9992929697036743,0
